Journal Date,Reference Number,Journal Number Prefix,Journal Number Suffix,Notes,Journal Type,Currency,Account,Description,Contact Name,Debit,Credit,Tax Name,Tax Type,Tax Percentage,Exemption Code,Tax Authority,Item Tax Exemption Reason,Project Name
08/02/2022,,,101,Payments,both,USD,Capital One,This is a payment to a Vendor Google,Google,,23.99,,,,,,,
06/02/2022,,,102,Payments,both,USD,Back Office Software Expense,This is a payment to a Vendor Google,Google,24.0,,,,,,,,
06/02/2022,,,102,Payments,both,USD,Capital One,This is a payment to a Vendor Google,Google,,24.0,,,,,,,
01/03/2022,,,103,Payments,both,USD,Back Office Software Expense,This is a payment to a Vendor Google,Google,24.0,,,,,,,,
01/03/2022,,,103,Payments,both,USD,Capital One,This is a payment to a Vendor Google,Google,,24.0,,,,,,,
12/02/2022,,,104,Payments,both,USD,Back Office Software Expense,This is a payment to a Vendor Zoho One,Zoho One,69.0,,,,,,,,
12/02/2022,,,104,Payments,both,USD,Capital One,This is a payment to a Vendor Zoho One,Zoho One,,69.0,,,,,,,
11/02/2022,,,105,Payments,both,USD,Back Office Software Expense,This is a payment to a Vendor Zoho One,Zoho One,69.0,,,,,,,,
11/02/2022,,,105,Payments,both,USD,Capital One,This is a payment to a Vendor Zoho One,Zoho One,,69.0,,,,,,,
10/03/2022,,,106,Payments,both,USD,Back Office Software Expense,This is a payment to a Vendor Zoho One,Zoho One,55.2,,,,,,,,
10/03/2022,,,106,Payments,both,USD,Capital One,This is a payment to a Vendor Zoho One,Zoho One,,55.2,,,,,,,
09/02/2022,,,107,Payments,both,USD,Back Office Software Expense,This is a payment to a Vendor Zoho One,Zoho One,55.2,,,,,,,,
09/02/2022,,,107,Payments,both,USD,Capital One,This is a payment to a Vendor Zoho One,Zoho One,,55.2,,,,,,,
08/24/2022,,,108,Payments,both,USD,Back Office Software Expense,This is a payment to a Vendor Zoho One,Zoho One,2.0,,,,,,,,
08/24/2022,,,108,Payments,both,USD,Capital One,This is a payment to a Vendor Zoho One,Zoho One,,2.0,,,,,,,
08/02/2022,,,109,Payments,both,USD,Back Office Software Expense,This is a payment to a Vendor Zoho One,Zoho One,48.3,,,,,,,,
08/02/2022,,,109,Payments,both,USD,Capital One,This is a payment to a Vendor Zoho One,Zoho One,,48.3,,,,,,,
07/14/2022,,,110,Payments,both,USD,Back Office Software Expense,This is a payment to a Vendor Zoho One,Zoho One,4.93,,,,,,,,
07/14/2022,,,110,Payments,both,USD,Capital One,This is a payment to a Vendor Zoho One,Zoho One,,4.93,,,,,,,
07/02/2022,,,111,Payments,both,USD,Back Office Software Expense,This is a payment to a Vendor Zoho One,Zoho One,40.25,,,,,,,,
07/02/2022,,,111,Payments,both,USD,Capital One,This is a payment to a Vendor Zoho One,Zoho One,,40.25,,,,,,,
06/02/2022,,,112,Payments,both,USD,Back Office Software Expense,This is a payment to a Vendor Zoho One,Zoho One,40.25,,,,,,,,
06/02/2022,,,112,Payments,both,USD,Capital One,This is a payment to a Vendor Zoho One,Zoho One,,40.25,,,,,,,
05/02/2022,,,113,Payments,both,USD,Back Office Software Expense,This is a payment to a Vendor Zoho One,Zoho One,40.25,,,,,,,,
05/02/2022,,,113,Payments,both,USD,Capital One,This is a payment to a Vendor Zoho One,Zoho One,,40.25,,,,,,,
04/02/2022,,,114,Payments,both,USD,Back Office Software Expense,This is a payment to a Vendor Zoho One,Zoho One,40.25,,,,,,,,
04/02/2022,,,114,Payments,both,USD,Capital One,This is a payment to a Vendor Zoho One,Zoho One,,40.25,,,,,,,
03/02/2022,,,115,Payments,both,USD,Back Office Software Expense,This is a payment to a Vendor Zoho One,Zoho One,40.25,,,,,,,,
03/02/2022,,,115,Payments,both,USD,Capital One,This is a payment to a Vendor Zoho One,Zoho One,,40.25,,,,,,,
02/02/2022,,,116,Payments,both,USD,Back Office Software Expense,This is a payment to a Vendor Zoho One,Zoho One,40.25,,,,,,,,
02/02/2022,,,116,Payments,both,USD,Capital One,This is a payment to a Vendor Zoho One,Zoho One,,40.25,,,,,,,
01/03/2022,,,117,Payments,both,USD,Back Office Software Expense,This is a payment to a Vendor Zoho One,Zoho One,35.0,,,,,,,,
01/03/2022,,,117,Payments,both,USD,Capital One,This is a payment to a Vendor Zoho One,Zoho One,,35.0,,,,,,,
12/01/2022,,,118,Payments,both,USD,Uncategorized Revenue - Paypal,This is a payment to a Vendor Paypal,Paypal,250.0,,,,,,,,
12/01/2022,,,118,Payments,both,USD,Capital One,This is a payment to a Vendor Paypal,Paypal,,250.0,,,,,,,
11/08/2022,,,119,Payments,both,USD,Uncategorized Revenue - Paypal,This is a payment to a Vendor Paypal,Paypal,250.0,,,,,,,,
11/08/2022,,,119,Payments,both,USD,Capital One,This is a payment to a Vendor Paypal,Paypal,,250.0,,,,,,,
11/29/2022,,,120,Payments,both,USD,Contractor Expenses,This is a payment to a Vendor Upwork,Upwork,140.0,,,,,,,,
11/29/2022,,,120,Payments,both,USD, Accounts Payable - Upwork,This is a payment to a Vendor Upwork,Upwork,,140.0,,,,,,,
11/28/2022,,,121,Payments,both,USD,Uncategorized Revenue - Paypal,This is a payment to a Vendor Paypal,Paypal,300.0,,,,,,,,
11/28/2022,,,121,Payments,both,USD,Capital One,This is a payment to a Vendor Paypal,Paypal,,300.0,,,,,,,
10/29/2022,,,122,Payments,both,USD,Uncategorized Revenue - Paypal,This is a payment to a Vendor Paypal,Paypal,300.0,,,,,,,,
10/29/2022,,,122,Payments,both,USD,Capital One,This is a payment to a Vendor Paypal,Paypal,,300.0,,,,,,,
10/01/2022,,,123,Payments,both,USD,Uncategorized Revenue - Paypal,This is a payment to a Vendor Paypal,Paypal,300.0,,,,,,,,
10/01/2022,,,123,Payments,both,USD,Capital One,This is a payment to a Vendor Paypal,Paypal,,300.0,,,,,,,
08/29/2022,,,124,Payments,both,USD,Uncategorized Revenue - Paypal,This is a payment to a Vendor Paypal,Paypal,300.0,,,,,,,,
08/29/2022,,,124,Payments,both,USD,Capital One,This is a payment to a Vendor Paypal,Paypal,,300.0,,,,,,,
11/28/2022,,,125,Payments,both,USD,Uncategorized Revenue - Paypal,This is a payment to a Vendor Paypal,Paypal,9.99,,,,,,,,
11/28/2022,,,125,Payments,both,USD,Capital One,This is a payment to a Vendor Paypal,Paypal,,9.99,,,,,,,
10/29/2022,,,126,Payments,both,USD,Uncategorized Revenue - Paypal,This is a payment to a Vendor Paypal,Paypal,54.99,,,,,,,,
10/29/2022,,,126,Payments,both,USD,Capital One,This is a payment to a Vendor Paypal,Paypal,,54.99,,,,,,,
10/19/2022,,,127,Payments,both,USD,Uncategorized Revenue - Paypal,This is a payment to a Vendor Paypal,Paypal,14.99,,,,,,,,
10/19/2022,,,127,Payments,both,USD,Capital One,This is a payment to a Vendor Paypal,Paypal,,14.99,,,,,,,
11/22/2022,,,128,Payments,both,USD,Contractor Expenses,This is a payment to a Vendor Upwork,Upwork,224.0,,,,,,,,
11/22/2022,,,128,Payments,both,USD, Accounts Payable - Upwork,This is a payment to a Vendor Upwork,Upwork,,224.0,,,,,,,
11/15/2022,,,129,Payments,both,USD,Uncategorized,This is a payment to a Vendor Paddle,Paddle,95.98,,,,,,,,
11/15/2022,,,129,Payments,both,USD,Capital One,This is a payment to a Vendor Paddle,Paddle,,95.98,,,,,,,
11/15/2022,,,130,Payments,both,USD,Contractor Expenses,This is a payment to a Vendor Upwork,Upwork,196.0,,,,,,,,
11/15/2022,,,130,Payments,both,USD, Accounts Payable - Upwork,This is a payment to a Vendor Upwork,Upwork,,196.0,,,,,,,
11/14/2022,,,131,Payments,both,USD,Contractor Expenses,This is a payment to a Vendor Payoneer,Payoneer,1789.72,,,,,,,,
11/14/2022,,,131,Payments,both,USD,Capital One,This is a payment to a Vendor Payoneer,Payoneer,,1789.72,,,,,,,
11/02/2022,,,132,Payments,both,USD,Back Office Software Expense,This is a payment to a Vendor Google,Google,24.0,,,,,,,,
11/02/2022,,,132,Payments,both,USD,Uncategorized Revenue - Google,This is a payment to a Vendor Google,Google,,24.0,,,,,,,
07/02/2022,,,133,Payments,both,USD,Back Office Software Expense,This is a payment to a Vendor Google,Google,24.0,,,,,,,,
07/02/2022,,,133,Payments,both,USD,Uncategorized Revenue - Google,This is a payment to a Vendor Google,Google,,24.0,,,,,,,
11/01/2022,,,134,Payments,both,USD,Contractor Expenses,This is a payment to a Vendor Upwork,Upwork,140.0,,,,,,,,
11/01/2022,,,134,Payments,both,USD, Accounts Payable - Upwork,This is a payment to a Vendor Upwork,Upwork,,140.0,,,,,,,
10/29/2022,,,135,Payments,both,USD,Administrative Expenses,This is a payment to a Vendor Rush Order Tees,Rush Order Tees,36.24,,,,,,,,
10/29/2022,,,135,Payments,both,USD,Capital One,This is a payment to a Vendor Rush Order Tees,Rush Order Tees,,36.24,,,,,,,
10/28/2022,,,136,Payments,both,USD,Uncategorized Revenue - Paypal,This is a payment to a Vendor Paypal,Paypal,246.75,,,,,,,,
10/28/2022,,,136,Payments,both,USD,Capital One,This is a payment to a Vendor Paypal,Paypal,,246.75,,,,,,,
10/25/2022,,,137,Payments,both,USD,Contractor Expenses,This is a payment to a Vendor Upwork,Upwork,196.0,,,,,,,,
10/25/2022,,,137,Payments,both,USD, Accounts Payable - Upwork,This is a payment to a Vendor Upwork,Upwork,,196.0,,,,,,,
10/18/2022,,,138,Payments,both,USD,Contractor Expenses,This is a payment to a Vendor Upwork,Upwork,710.5,,,,,,,,
10/18/2022,,,138,Payments,both,USD, Accounts Payable - Upwork,This is a payment to a Vendor Upwork,Upwork,,710.5,,,,,,,
10/17/2022,,,139,Payments,both,USD,Contractor Expenses,This is a payment to a Vendor Payoneer,Payoneer,437.0,,,,,,,,
10/17/2022,,,139,Payments,both,USD,Capital One,This is a payment to a Vendor Payoneer,Payoneer,,437.0,,,,,,,
10/01/2022,,,140,Payments,both,USD,Contractor Expenses,This is a payment to a Vendor Payoneer,Payoneer,244.11,,,,,,,,
10/01/2022,,,140,Payments,both,USD,Capital One,This is a payment to a Vendor Payoneer,Payoneer,,244.11,,,,,,,
09/17/2022,,,141,Payments,both,USD,Contractor Expenses,This is a payment to a Vendor Payoneer,Payoneer,269.86,,,,,,,,
09/17/2022,,,141,Payments,both,USD,Capital One,This is a payment to a Vendor Payoneer,Payoneer,,269.86,,,,,,,
09/14/2022,,,142,Payments,both,USD,Contractor Expenses,This is a payment to a Vendor Payoneer,Payoneer,295.61,,,,,,,,
09/14/2022,,,142,Payments,both,USD,Capital One,This is a payment to a Vendor Payoneer,Payoneer,,295.61,,,,,,,
08/09/2022,,,143,Payments,both,USD,Contractor Expenses,This is a payment to a Vendor Payoneer,Payoneer,752.11,,,,,,,,
08/09/2022,,,143,Payments,both,USD,Capital One,This is a payment to a Vendor Payoneer,Payoneer,,752.11,,,,,,,
10/11/2022,,,144,Payments,both,USD,Contractor Expenses,This is a payment to a Vendor Upwork,Upwork,609.0,,,,,,,,
10/11/2022,,,144,Payments,both,USD, Accounts Payable - Upwork,This is a payment to a Vendor Upwork,Upwork,,609.0,,,,,,,
10/08/2022,,,145,Payments,both,USD,Marketing Software Expenses,This is a payment to a Vendor Paypro Debounce,Paypro Debounce,90.0,,,,,,,,
10/08/2022,,,145,Payments,both,USD,Capital One,This is a payment to a Vendor Paypro Debounce,Paypro Debounce,,90.0,,,,,,,
02/08/2022,,,146,Payments,both,USD,Marketing Software Expenses,This is a payment to a Vendor Paypro Debounce,Paypro Debounce,30.0,,,,,,,,
02/08/2022,,,146,Payments,both,USD,Capital One,This is a payment to a Vendor Paypro Debounce,Paypro Debounce,,30.0,,,,,,,
10/04/2022,,,147,Payments,both,USD,Contractor Expenses,This is a payment to a Vendor Upwork,Upwork,252.0,,,,,,,,
10/04/2022,,,147,Payments,both,USD, Accounts Payable - Upwork,This is a payment to a Vendor Upwork,Upwork,,252.0,,,,,,,
10/03/2022,,,148,Payments,both,USD,Uncategorized Revenue - Paypal,This is a payment to a Vendor Paypal,Paypal,36.04,,,,,,,,
10/03/2022,,,148,Payments,both,USD,Capital One,This is a payment to a Vendor Paypal,Paypal,,36.04,,,,,,,
09/27/2022,,,149,Payments,both,USD,Contractor Expenses,This is a payment to a Vendor Payoneer,Payoneer,309.0,,,,,,,,
09/27/2022,,,149,Payments,both,USD,Capital One,This is a payment to a Vendor Payoneer,Payoneer,,309.0,,,,,,,
09/27/2022,,,150,Payments,both,USD,Contractor Expenses,This is a payment to a Vendor Upwork,Upwork,753.38,,,,,,,,
09/27/2022,,,150,Payments,both,USD, Accounts Payable - Upwork,This is a payment to a Vendor Upwork,Upwork,,753.38,,,,,,,
09/26/2022,,,151,Payments,both,USD,Uncategorized Revenue - Paypal,Paypal,Paypal,449.45,,,,,,,,
09/26/2022,,,151,Payments,both,USD,Capital One,Paypal,Paypal,,449.45,,,,,,,
05/20/2022,,,152,Payments,both,USD,Uncategorized Revenue - Paypal,This is a payment to a Vendor Paypal,Paypal,449.45,,,,,,,,
05/20/2022,,,152,Payments,both,USD,Capital One,This is a payment to a Vendor Paypal,Paypal,,449.45,,,,,,,
09/21/2022,,,153,Payments,both,USD,Contractor Expenses,This is a payment to a Vendor OnlineJobs.PH,OnlineJobs.PH,69.0,,,,,,,,
09/21/2022,,,153,Payments,both,USD,Capital One,This is a payment to a Vendor OnlineJobs.PH,OnlineJobs.PH,,69.0,,,,,,,
09/20/2022,,,154,Payments,both,USD,Contractor Expenses,This is a payment to a Vendor Upwork,Upwork,364.0,,,,,,,,
09/20/2022,,,154,Payments,both,USD, Accounts Payable - Upwork,This is a payment to a Vendor Upwork,Upwork,,364.0,,,,,,,
09/17/2022,,,155,Payments,both,USD,Contractor Expenses,This is a payment to a Vendor Payoneer,Payoneer,903.09,,,,,,,,
09/17/2022,,,155,Payments,both,USD,Capital One,This is a payment to a Vendor Payoneer,Payoneer,,903.09,,,,,,,
09/13/2022,,,156,Payments,both,USD,Contractor Expenses,This is a payment to a Vendor Payoneer,Payoneer,275.0,,,,,,,,
09/13/2022,,,156,Payments,both,USD,Capital One,This is a payment to a Vendor Payoneer,Payoneer,,275.0,,,,,,,
09/13/2022,,,157,Payments,both,USD,Contractor Expenses,This is a payment to a Vendor Upwork,Upwork,392.0,,,,,,,,
09/13/2022,,,157,Payments,both,USD, Accounts Payable - Upwork,This is a payment to a Vendor Upwork,Upwork,,392.0,,,,,,,
09/08/2022,,,158,Payments,both,USD,Uncategorized Revenue - Paypal,This is a payment to a Vendor Paypal,Paypal,225.0,,,,,,,,
09/08/2022,,,158,Payments,both,USD,Capital One,This is a payment to a Vendor Paypal,Paypal,,225.0,,,,,,,
09/06/2022,,,159,Payments,both,USD,Contractor Expenses,This is a payment to a Vendor Upwork,Upwork,924.0,,,,,,,,
09/06/2022,,,159,Payments,both,USD, Accounts Payable - Upwork,This is a payment to a Vendor Upwork,Upwork,,924.0,,,,,,,
08/30/2022,,,160,Payments,both,USD,Contractor Expenses,This is a payment to a Vendor Upwork,Upwork,78.75,,,,,,,,
08/30/2022,,,160,Payments,both,USD, Accounts Payable - Upwork,This is a payment to a Vendor Upwork,Upwork,,78.75,,,,,,,
08/02/2022,,,161,Payments,both,USD,Contractor Expenses,This is a payment to a Vendor Upwork,Upwork,31.5,,,,,,,,
08/02/2022,,,161,Payments,both,USD, Accounts Payable - Upwork,This is a payment to a Vendor Upwork,Upwork,,31.5,,,,,,,
05/31/2022,,,162,Payments,both,USD,Contractor Expenses,This is a payment to a Vendor Upwork,Upwork,47.25,,,,,,,,
05/31/2022,,,162,Payments,both,USD, Accounts Payable - Upwork,This is a payment to a Vendor Upwork,Upwork,,47.25,,,,,,,
05/24/2022,,,163,Payments,both,USD,Contractor Expenses,This is a payment to a Vendor Upwork,Upwork,39.38,,,,,,,,
05/24/2022,,,163,Payments,both,USD, Accounts Payable - Upwork,This is a payment to a Vendor Upwork,Upwork,,39.38,,,,,,,
05/17/2022,,,164,Payments,both,USD,Contractor Expenses,This is a payment to a Vendor Upwork,Upwork,141.75,,,,,,,,
05/17/2022,,,164,Payments,both,USD, Accounts Payable - Upwork,This is a payment to a Vendor Upwork,Upwork,,141.75,,,,,,,
05/13/2022,,,165,Payments,both,USD,Administrative Expenses,This is a payment to a Vendor Capital One,Capital One,95.0,,,,,,,,
05/13/2022,,,165,Payments,both,USD,Capital One,This is a payment to a Vendor Capital One,Capital One,,95.0,,,,,,,
05/03/2022,,,166,Payments,both,USD,Uncategorized,This is a payment to a Vendor Buy Music Promotion,Buy Music Promotion,199.04,,,,,,,,
05/03/2022,,,166,Payments,both,USD,Capital One,This is a payment to a Vendor Buy Music Promotion,Buy Music Promotion,,199.04,,,,,,,
05/03/2022,,,167,Payments,both,USD,Contractor Expenses,This is a payment to a Vendor Upwork,Upwork,200.0,,,,,,,,
05/03/2022,,,167,Payments,both,USD, Accounts Payable - Upwork,This is a payment to a Vendor Upwork,Upwork,,200.0,,,,,,,
05/03/2022,,,168,Payments,both,USD,Contractor Expenses,This is a payment to a Vendor Upwork,Upwork,10.0,,,,,,,,
05/03/2022,,,168,Payments,both,USD, Accounts Payable - Upwork,This is a payment to a Vendor Upwork,Upwork,,10.0,,,,,,,
05/02/2022,,,169,Payments,both,USD,Back Office Software Expense,This is a payment to a Vendor Google,Google,24.0,,,,,,,,
05/02/2022,,,169,Payments,both,USD,Uncategorized Revenue - Google,This is a payment to a Vendor Google,Google,,24.0,,,,,,,
02/03/2022,,,170,Payments,both,USD,Back Office Software Expense,This is a payment to a Vendor Google,Google,24.0,,,,,,,,
02/03/2022,,,170,Payments,both,USD,Uncategorized Revenue - Google,This is a payment to a Vendor Google,Google,,24.0,,,,,,,
05/02/2022,,,171,Payments,both,USD,Hosting Expenses,This is a payment to a Vendor Digital Ocean,Digital Ocean,22.42,,,,,,,,
05/02/2022,,,171,Payments,both,USD,Capital One,This is a payment to a Vendor Digital Ocean,Digital Ocean,,22.42,,,,,,,
04/02/2022,,,172,Payments,both,USD,Hosting Expenses,This is a payment to a Vendor Digital Ocean,Digital Ocean,23.48,,,,,,,,
04/02/2022,,,172,Payments,both,USD,Capital One,This is a payment to a Vendor Digital Ocean,Digital Ocean,,23.48,,,,,,,
03/02/2022,,,173,Payments,both,USD,Hosting Expenses,This is a payment to a Vendor Digital Ocean,Digital Ocean,23.48,,,,,,,,
03/02/2022,,,173,Payments,both,USD,Capital One,This is a payment to a Vendor Digital Ocean,Digital Ocean,,23.48,,,,,,,
02/02/2022,,,174,Payments,both,USD,Hosting Expenses,This is a payment to a Vendor Digital Ocean,Digital Ocean,23.48,,,,,,,,
02/02/2022,,,174,Payments,both,USD,Capital One,This is a payment to a Vendor Digital Ocean,Digital Ocean,,23.48,,,,,,,
01/03/2022,,,175,Payments,both,USD,Hosting Expenses,This is a payment to a Vendor Digital Ocean,Digital Ocean,23.48,,,,,,,,
01/03/2022,,,175,Payments,both,USD,Capital One,This is a payment to a Vendor Digital Ocean,Digital Ocean,,23.48,,,,,,,
04/26/2022,,,176,Payments,both,USD,Contractor Expenses,This is a payment to a Vendor Upwork,Upwork,482.38,,,,,,,,
04/26/2022,,,176,Payments,both,USD, Accounts Payable - Upwork,This is a payment to a Vendor Upwork,Upwork,,482.38,,,,,,,
04/23/2022,,,177,Payments,both,USD,Marketing Software Expenses,This is a payment to a Vendor Zapier,Zapier,58.5,,,,,,,,
04/23/2022,,,177,Payments,both,USD,Capital One,This is a payment to a Vendor Zapier,Zapier,,58.5,,,,,,,
03/23/2022,,,178,Payments,both,USD,Marketing Software Expenses,This is a payment to a Vendor Zapier,Zapier,58.5,,,,,,,,
03/23/2022,,,178,Payments,both,USD,Capital One,This is a payment to a Vendor Zapier,Zapier,,58.5,,,,,,,
02/23/2022,,,179,Payments,both,USD,Marketing Software Expenses,This is a payment to a Vendor Zapier,Zapier,58.5,,,,,,,,
02/23/2022,,,179,Payments,both,USD,Capital One,This is a payment to a Vendor Zapier,Zapier,,58.5,,,,,,,
01/24/2022,,,180,Payments,both,USD,Marketing Software Expenses,This is a payment to a Vendor Zapier,Zapier,58.5,,,,,,,,
01/24/2022,,,180,Payments,both,USD,Capital One,This is a payment to a Vendor Zapier,Zapier,,58.5,,,,,,,
04/19/2022,,,181,Payments,both,USD,Contractor Expenses,This is a payment to a Vendor Upwork,Upwork,295.27,,,,,,,,
04/19/2022,,,181,Payments,both,USD, Accounts Payable - Upwork,This is a payment to a Vendor Upwork,Upwork,,295.27,,,,,,,
04/16/2022,,,182,Payments,both,USD,Uncategorized Revenue - Paypal,This is a payment to a Vendor Paypal,Paypal,180.0,,,,,,,,
04/16/2022,,,182,Payments,both,USD,Capital One,This is a payment to a Vendor Paypal,Paypal,,180.0,,,,,,,
04/05/2022,,,183,Payments,both,USD,Marketing Software Expenses,This is a payment to a Vendor Notion Labs Inc.,Notion Labs Inc.,43.0,,,,,,,,
04/05/2022,,,183,Payments,both,USD,Capital One,This is a payment to a Vendor Notion Labs Inc.,Notion Labs Inc.,,43.0,,,,,,,
04/05/2022,,,184,Payments,both,USD,Contractor Expenses,This is a payment to a Vendor Upwork,Upwork,126.18,,,,,,,,
04/05/2022,,,184,Payments,both,USD, Accounts Payable - Upwork,This is a payment to a Vendor Upwork,Upwork,,126.18,,,,,,,
04/02/2022,,,185,Payments,both,USD,Back Office Software Expense,This is a payment to a Vendor Google,Google,24.0,,,,,,,,
04/02/2022,,,185,Payments,both,USD,Capital One,This is a payment to a Vendor Google,Google,,24.0,,,,,,,
03/02/2022,,,186,Payments,both,USD,Back Office Software Expense,This is a payment to a Vendor Google,Google,24.0,,,,,,,,
03/02/2022,,,186,Payments,both,USD,Capital One,This is a payment to a Vendor Google,Google,,24.0,,,,,,,
03/29/2022,,,187,Payments,both,USD,Contractor Expenses,This is a payment to a Vendor Upwork,Upwork,144.2,,,,,,,,
03/29/2022,,,187,Payments,both,USD, Accounts Payable - Upwork,This is a payment to a Vendor Upwork,Upwork,,144.2,,,,,,,
03/22/2022,,,188,Payments,both,USD,Contractor Expenses,This is a payment to a Vendor Upwork,Upwork,200.85,,,,,,,,
03/22/2022,,,188,Payments,both,USD, Accounts Payable - Upwork,This is a payment to a Vendor Upwork,Upwork,,200.85,,,,,,,
03/15/2022,,,189,Payments,both,USD,Contractor Expenses,This is a payment to a Vendor Upwork,Upwork,68.67,,,,,,,,
03/15/2022,,,189,Payments,both,USD, Accounts Payable - Upwork,This is a payment to a Vendor Upwork,Upwork,,68.67,,,,,,,
03/08/2022,,,190,Payments,both,USD,Contractor Expenses,This is a payment to a Vendor Upwork,Upwork,162.23,,,,,,,,
03/08/2022,,,190,Payments,both,USD, Accounts Payable - Upwork,This is a payment to a Vendor Upwork,Upwork,,162.23,,,,,,,
03/02/2022,,,191,Payments,both,USD,Uncategorized Revenue - Paypal,This is a payment to a Vendor Paypal,Paypal,100.0,,,,,,,,
03/02/2022,,,191,Payments,both,USD,Capital One,This is a payment to a Vendor Paypal,Paypal,,100.0,,,,,,,
03/01/2022,,,192,Payments,both,USD,Contractor Expenses,This is a payment to a Vendor Upwork,Upwork,454.05,,,,,,,,
03/01/2022,,,192,Payments,both,USD, Accounts Payable - Upwork,This is a payment to a Vendor Upwork,Upwork,,454.05,,,,,,,
02/22/2022,,,193,Payments,both,USD,Contractor Expenses,This is a payment to a Vendor Upwork,Upwork,214.58,,,,,,,,
02/22/2022,,,193,Payments,both,USD, Accounts Payable - Upwork,This is a payment to a Vendor Upwork,Upwork,,214.58,,,,,,,
02/15/2022,,,194,Payments,both,USD,Contractor Expenses,This is a payment to a Vendor Upwork,Upwork,457.5,,,,,,,,
02/15/2022,,,194,Payments,both,USD, Accounts Payable - Upwork,This is a payment to a Vendor Upwork,Upwork,,457.5,,,,,,,
02/08/2022,,,195,Payments,both,USD,Marketing Software Expenses,This is a payment to a Vendor PWP Privacy,PWP Privacy,7.85,,,,,,,,
02/08/2022,,,195,Payments,both,USD,Capital One,This is a payment to a Vendor PWP Privacy,PWP Privacy,,7.85,,,,,,,
02/08/2022,,,196,Payments,both,USD,Contractor Expenses,This is a payment to a Vendor Upwork,Upwork,634.3,,,,,,,,
02/08/2022,,,196,Payments,both,USD, Accounts Payable - Upwork,This is a payment to a Vendor Upwork,Upwork,,634.3,,,,,,,
02/01/2022,,,197,Payments,both,USD,Contractor Expenses,This is a payment to a Vendor Upwork,Upwork,13.73,,,,,,,,
02/01/2022,,,197,Payments,both,USD, Accounts Payable - Upwork,This is a payment to a Vendor Upwork,Upwork,,13.73,,,,,,,
01/24/2022,,,198,Payments,both,USD,Contractor Expenses,This is a payment to a Vendor Payoneer,Payoneer,227.5,,,,,,,,
01/24/2022,,,198,Payments,both,USD,Capital One,This is a payment to a Vendor Payoneer,Payoneer,,227.5,,,,,,,
01/24/2022,,,199,Payments,both,USD,Uncategorized Revenue - Paypal,This is a payment to a Vendor Paypal,Paypal,40.0,,,,,,,,
01/24/2022,,,199,Payments,both,USD,Capital One,This is a payment to a Vendor Paypal,Paypal,,40.0,,,,,,,
01/04/2022,,,200,Payments,both,USD,Payment Expenses,This is a payment to a Vendor Ko-Fi,Ko-Fi,54.0,,,,,,,,
01/04/2022,,,200,Payments,both,USD,Capital One,This is a payment to a Vendor Ko-Fi,Ko-Fi,,54.0,,,,,,,
